premise,hypothesis,label
bicyclist waiting at an intersection point point , a grouping of bicyclist remain on the pavement at the intersection point point,neutral
several people are dancing together in synchronise , kid are fighting each other,contradiction
a lady is on the flooring packing a bag , the adult female is standing up unpacking,contradiction
a adult male with a red shirt is watching another adult male who is standing on top of a attached cart filled to the top , a adult male is standing on top of a cart,entailment
two child play outside in a field , a blood brother and sis chase each other in a field,neutral
three wheelchair basketball game game game game player wearing squad uniform are attempting to reach the descending basketball game game game game with other player in the background , three wheelchair basketball game game game game player playing basketball game game game game in field,entailment
a adult male with a red shirt is watching another adult male who is standing on top of a attached cart filled to the top , a adult male eats octopus,contradiction
adult female in white in foreground and a adult male slightly behind walking with a mark for johns pizza and gyro in the background , a adult male and a adult female walk down a crowded metropolis street,neutral
cheerleader are on the field cheering , people sit on the snowcovered bench,contradiction
a skier in electric greenness on the border of a incline made of metallic element parallel bars , the skier was on the border of the incline,neutral
a adult male sitting on a sea scooter on the kerb , a adult male is outside near the street,entailment
people on bicycle waiting at an intersection point , the people are sleeping,contradiction
bmx biker jumps over a ravine , anybody can do ravine jumping,contradiction
bicyclist waiting at an intersection point point , rockers stop and wait for traffic at the intersection point point,entailment
a adult male in a gold skirt sits in front of the computing device , a adult male in blue drawers sitting and watching the telecasting,contradiction
a duet who appear to be indian or pakistani walking on a way beside a organic structure of h2o the female parent carrying a kid in a nappy the begetter wrapped in a cover with the logotype of the huadult maleitarian organisation save the kidren , a adult male is wrapped in a unicef cover,contradiction
people waiting at a visible light on bike , the people are inside waiting,contradiction
three rockers stop in town , a grouping of rockers are in the street,entailment
people waiting at a visible light on bike , the people are on bike,entailment
a blond adult male is drinking from a public fountain , the adult male is drinking h2o,entailment
three rockers stop in town , thoes rockers are slowing down,neutral
an older adult male is drinking orange juice at a eatery , a adult male is drinking juice,entailment
three rockers stop in town , the rockers are riding harleys,neutral
a adult male wearing black is playing an electric guitar at a concert , a adult male is playing the pianoforte,contradiction
a lady is on the flooring packing a bag , the fille is going on a trip,neutral
an elderly adult male is drinking orange juice at a coffee bar , an older gentleadult male is enjoying his orange juice at a new coffee bar,neutral
two female medical professional one african american one white looking over paperwork in a infirmary , there are people at work,entailment
various people hanging around outside of a edifice , the people are inside playing association football,contradiction
a adult male in blue lie on a mostlybarren fleck of grass while small group of people congregate in the distance , a adult male is wearing blue,entailment
there is a adult female holding a babe along with a adult male with a save the child bag , a adult male is watching an aeroplane,contradiction
a adult female on the side of a street is making nutrient on her cart , a mortal is cooking,entailment
a mount biker jumping a side outdoors in a woods country , they are going fast,neutral
a adult male in blue lie on a mostlybarren fleck of grass while small group of people congregate in the distance , the adult male is tired,neutral
a young adult male and young lady dancing on a carpeted flooring with a icon from the pic plaything tale on a big silver screen in the background , the two people are dancing,entailment
a adult female in a red shirt is speaking at a tabular array in a room where three other people are listening to her , the adult female is wearing a red shirt,entailment
people walking around in a big metropolis , people are outside,entailment
a adult male and a woadult male are standing next to sculpture talking while another adult male looks at other sculpture , there are people next to sculpture,entailment
two burn and white domestic dog and one burn domestic dog racing down the beach near the h2o , three domestic dog are chasing a ball,neutral
three small puppy bite and play together in the grass , the puppy are sleeping in a handbasket,contradiction
toddler in striped sweatshirt plays on rope on resort area , a kid plays on a resort area,entailment
a adult male squatting in the foreground of a photo while taking a photo of his own of a adult male doing a skateboarding kicking somerset in midair above a short flight of steps outdoors , a adult male is taking photo of skateboarding trick,entailment
brown domestic domestic dog tread through h2o , brown domestic domestic dog is sleeping next to the h2o,contradiction
a adult male in a bright green shirt shows a woadult male in a bright pink shirt something on a clipboard , a adult male is teaching a woadult male a conception,neutral
adult male sitting down playing a game of cheat alone , a cat playing a board game by himself,entailment
a adult female is running a endurance contest in a parkland , the adult female is outdoors,entailment
a land roamer makes its mode through a deep pool , a auto is in the store,contradiction
two adult female who just had luncheon hugging and saying good-bye , there are two adult female in this icon,entailment
young blond adult female putting her pes into a h2o fountain , a young adult female wearing an even gown and holding her place in her custody is dipping one pes into buckingham fountain in chicago,neutral
cheerleader are doing a cheer at a football game field , the cheerleader are at the basketball game area,contradiction
a adult female is waiting with child as she is chequeed out at walmart , a adult female has child with her at the cheque out counter,entailment
a adult female in a red shirt is speaking at a tabular array in a room where three other people are listening to her , the adult female is going to the parkland,neutral
a adult male with a red shirt is watching another adult male who is standing on top of a attached cart filled to the top , someone is on top of a cart full of item while someone else observes,entailment
adult male wearing black tshirt sitting at a computing device desk , the adult male is doing a labor for work,neutral
people in orange vest and blue drawers with a yellow band at the bottom wait the beginning of a race , people in orange vest wait the beginning of a race,entailment
a crowded metropolis during day , a metropolis filled with people in the centre of the day,entailment
indian lady and a cat in a blue suit of clothes dancing in the sun , two people dancing outdoors,entailment
a adult male wearing a striped top and jean does a skateboard fast one on some stairs while a adult male who is hunched over photograph him , a adult male is riding his sea scooter alone,contradiction
wet brown domestic domestic dog swim towards photographic camera , a domestic domestic dog is in the h2o,entailment
student practicing yoga in a family scene , a yoga family is in advancement,entailment
the young adult male is waiting with others on the pavement , there is a grouping of people waiting outside,entailment
a yellow uniformed skier is performing a fast one across a railed physical object , a snowboarder is riding a ski lift,contradiction
a mount biker jumping a side outdoors in a woods country , a biker is doing jump in a wooded country,neutral
a adult female is walking across the street eating a banana tree tree while a adult male is following with his briefcase , the adult female is eating a banana tree tree,entailment
exhausted looking fireman are walking , exhausted looking fireman are walking back to the fire station to rest,neutral
two older hands are talking , hands are exchanging idea,neutral
a adult female is running a endurance contest in a parkland , the adult female is running in her backyard,contradiction
three guy and a fille are all jumping in a pool together , the people are all jumping into a organic structure of h2o,entailment
three rockers stop in town , rockers stop in town,entailment
a adult female talks to two other woadult male and a adult male with notepad in an business office edifice with large windows , a adult female talks to others inside,entailment
a adult male sitting on a sea sea scooter on the kerb , a adult male is waiting for someone to fix his sea sea scooter,neutral
a adult female is walking across the street eating a banana tree while a adult male is following with his briefcase , the adult males briefcase is for work,neutral
two older hands are talking , a crowd is talking over each other,contradiction
a little conference squad tries to catch a smuggler sliding into a base of operations in an afternoon game , a squad is trying to tag a smuggler out,entailment
a mount motorcycler jumping a side outdoors in a woods country , the motorcycler is using a small motorcycle to jump a hole,neutral
a mortal on ski on a railing at nighttime , they are fantastic skiiers,neutral
people waiting at a visible light on bike , people biking through the metropolis,neutral
a skier slides along a metallic element railinging , a skier is near the railinging,entailment
a adult male with a red shirt is watching another adult male who is standing on top of a attached cart filled to the top , a adult male is sleeping under a bench,contradiction
a white motorcycle is tied to a street mark , the motorcycle is tied to a halt mark,neutral
toddler in striped sweatshirt plays on rope on resort area , a kid is napping,contradiction
a adult male squatting in the foreground of a photo while taking a photo of his own of a adult male doing a skateboarding kicking somerset in midair above a short flight of steps outdoors , a adult male is taking the icon of a skateboarder who is performing a fast one,entailment
a foreign home is walkinging along a soil way next to the h2o , there is a home taking a walking outside,entailment
child smiling and waving at photographic camera , there are child present,entailment
a adult male walking proudly down the street , the adult male is part of the homo pridefulness parade,neutral
a young male child paddle across the h2o in a makeshift boat , a male child is swimming,contradiction
a gentleman in a purple scarf and lid is looking at money while holding an piano accordion , a adult female is brushing her hair in her bedchamber,contradiction
two adult one female in white with sunglasses and one male gray apparel walking across a street away from a restaurant with a blurred mental image of a dark colored red shirted mortal in the foreground , two adult swimming in h2o,contradiction
bicyclist waiting at an intersection point , the bicyclist are outside,entailment
indian lady and a cat in a blue suit of clothes dancing in the sun , a adult female eats a pickle,contradiction
a adult male with a whiskers wearing a red shirt with gray sleeve and work glove pulling on a rope , the adult male was clean shave,contradiction
a white and brown domestic domestic dog is leaping through the air , the domestic domestic dog is taking a sleep,contradiction
a adult male on a street in a bright tshirt holds some form of tablet towards a woadult male in a pink tshirt and sunglasses , the adult male handover the cell telephone to the woadult male,contradiction
exhausted looking fireman are walking , determined looking fireman are running into a burning edifice,contradiction
cheerleader are on the field cheering , an empty field,contradiction
a foreign home is walking along a soil way next to the h2o , a home walks along a soil way,entailment
two adult one female in white with sunglasses and one male gray apparel walking across a street away from a restaurant with a blurredness mental image of a dark coloredness redness shirted mortal in the foreground , two adult walking across a route near the convicted captive dressed in redness,neutral
a white domestic domestic dog runs along a rocky shoreline , a domestic domestic dog is running outside,entailment
a adult female in costume is marching with a large tympan , the tympan lady drive a autobus,contradiction
a adult female wearing a chinese straw lid operating some form of stainless steel machine in wlid appears to be a parkland , the adult female is outdoors with a machine,entailment
cheerleader are on the field cheering , an old adult male wearing a nappy,contradiction
a adult male wearing a white shire shirt and hatred is riding a buck equus caballus in a rodeo , a rodeo buffoon chases a bull,contradiction
a adult male in a blue shirt is looking up , a adult male in a blue shirt is looking up at a domestic dog,neutral
a adult female is walking across the street eating a banana tree while a adult male is following with his briefcase , the adult female and adult male are playing baseball game together,contradiction
a adult male woadult male and kid enjoying themselves on a beach , a kid with mum and dada on summertime holiday at the beach,neutral
an english granger with a equus caballus pulled waggon , there is a granger laying down outdoors,contradiction
the school is having a special event in order to show the american civilisation on how other civilisations are dealt with in party , a school hosts a basketball game game,contradiction
an grownup duet enjoys clip in a hot bath , a duet is in a hot bath,entailment
adult female in white in foreground and a adult male slightly behind walking with a mark for johns pizza and gyro in the background , a adult male and a soadult male are eating together at johns pizza and gyro,contradiction
a adult female in capri jeans crouch on the border of a fountain with her left pes kicked out to touch the falling h2o , a adult female is like to touch the h2o in fountain,entailment
a row of legs and black boot with a male child sitting at the terminal of the row , a male child sits at peoples foot,entailment
a adult male with a whiskers wearing a red shirt with gray sleeve and work glove pulling on a rope , a whiskersed adult male pulls a rope,entailment
child smiling and waving at photographic camera , the kid are frowning,contradiction
a adult male holds a clipboard and a pen as a woadult male looks at them , the adult male is working,neutral
two people loading brushwood on a dawdler attached to a motortruck , a adult male is carrying a canoe to the h2o,contradiction
two elderly hands having a conversation snowfall covered grass in the background , there are two hands outside in this icon,entailment
young blond adult female putting her pes into a h2o fountain , a mortal is dipping her pes into h2o,entailment
a duet who appear to be indian or pakistani walking on a way beside a organic structure of h2o the female parent carrying a kid in a nappy the begetter wrapped in a cover with the logotype of the humanitarian organisation save the kidren , a duet carrying a kid are walkinging along h2o,entailment
adult female in white in foreground and a adult male slightly behind walking with a mark for johns pizza and gyro in the background , a adult female in white,entailment
a adult female and a kid holding on to the railing while on trolley car , the people are not holding onto anything,contradiction
a adult male and a woadult male are standing next to sculpture talking while another adult male looks at other sculpture , people are looking at scultures that were made by a famous creative person,neutral
an grownup duet enjoys clip in a hot bath , a duet is inside watching tv,contradiction
two burn and white domestic dog and one burn domestic dog racing down the beach near the h2o , three domestic dog are laying in a lounge,contradiction
bmx biker jumps over a ravine , ravine jumping is never easy,neutral
a mount biker jumping a side outdoors in a woods country , the mount biker is going on a desert trail,contradiction
a blond adult male is drinking from a public fountain , the adult male is very thirsty,neutral
a adult male squatting in the foreground of a photo while taking a photo of his own of a adult male doing a skateboarding kicking somerset in midair above a short flight of steps outdoors , a adult male is photoing another adult male,entailment
two child in hat play in an open rocky field , the child are playing gimmick,neutral
a white domestic domestic dog runs along a rocky shoreline , a domestic domestic dog is running with his proprietor outside,neutral
a adult male wearing a rice lid is shucking maize using a maize shucker and is surrounded by tree , the adult male is boiling a pot of maize,contradiction
adult female in white in foreground and a adult male slightly behind walking with a mark for johns pizza and gyro in the background , they are working for johns pizza,neutral
a adult female is making a clay pot , an creative person is sculpting with clay,entailment
a young adult male in a blue sport coat and short pants sits alone in front of tabular array with a cheat game set up , a adult male sits in front of a set up cheat game,entailment
cheerleader are on the field cheering , cheerleader cheer on a field for an activity,entailment
a duet wearing black burgundy and white dance , the duet danced,entailment
three wheelchair basketball game game player wearing squad uniform are attempting to reach the descending basketball game game with other player in the background , a peoples are taking java together at coffeshop,contradiction
adult male smokes while sitting on a parked sea sea scooter , a adult male smokes a cigaret while sitting on his sea sea scooter,neutral
a little fille follows two guy with umbrella down a way , the people are walking home in the rainfall,neutral
a adult male in a bright green shirt shows a woadult male in a bright pink shirt something on a clipboard , a adult male is wearing a bright green shirt,entailment
people in orange vest and blue drawers with a yellow band at the bottom wait the beginning of a race , the runner waited to start the race,entailment
adult male smokes while sitting on a parked sea scooter , the adult male drinks a beer while sitting in his auto,contradiction
a adult male on a street in a bright tshirt holds some form of tablet towards a woadult male in a pink tshirt and sunglasses , a adult male is showing a woadult male a funny picture on his tablet,neutral
a grouping of people are doing yoga , the people are sleep,contradiction
an excited smiling adult female stands at a red rail as she holds a boombox to one side , a human standing,entailment
a adult male in a gold foils skirt sitting at a computing device desk looks at the photographic camera with his custody raised to his huadult male face , a adult male is sticking his lingua out,contradiction
two woman holding nutrient carryout container clinch , the two sister saw each other across the crowded diner and shared a clinch both clutching their doggy bag,neutral
three hands standing on grass by the h2o looking at something on a tabular array , the three hands are outside,entailment
a adult male in a bright green shirt shows a woadult male in a bright pink shirt something on a clipboard , the adult male has something to tell the woadult male,entailment
a adult male and a woadult male are standing next to sculpture talking while another adult male looks at other sculpture , people standing near sculpture,entailment
two people dancing wearing dance costume , two people are eating dinner,contradiction
people waiting at a visible light on bike , people in a auto race,contradiction
