id,premise,hypothesis,label
5777,a man is riding an electric bicycle,a man is not riding a bicycle,contradiction
5779,a cat is jumping into a container,a cat is jumping into a box,entailment
5781,a boy is talking to a leaf,a young man is talking to a leaf,entailment
5787,a cat is jumping into a box,a young man is talking to a leaf,neutral
5788,a fish is being cut by a man,a man is cutting a fish,entailment
5791,a man is slicing a fish,a woman is slicing a fish,neutral
5792,a man is cutting a fish,a fish is being sliced by a man,entailment
5794,a man is slicing a fish,a fish is being cut by a man,entailment
5797,a person is frying some food,a person is cooking some food,entailment
5801,a potato is being peeled by a person,a person is frying some food,neutral
5810,a man is rowing a boat,a man is shooting with a weapon,neutral
5811,a man is shooting with a bow,a man is rowing a boat,neutral
5812,a man is shooting with a gun,a man is rowing a canoe,neutral
5813,a man is shooting with a gun,a woman is rowing a boat,neutral
5815,a woman is cutting a tomato,a woman is slicing a tomato,entailment
5816,a man is cutting a tomato,a woman is cutting a tomato,neutral
5819,a woman is cutting a tomato,a woman is dancing near a fireplace,neutral
5820,there is no woman dancing near a fire,a woman is cutting a tomato,neutral
5821,a woman is slicing a tomato,a woman is dancing near a fire,neutral
5822,a man is cutting a tomato,a woman is dancing near a fire,neutral
5823,a woman is cutting a tomato,a woman is dancing near a fire,neutral
5824,a guitar is being played by a girl,a girl is playing a guitar,entailment
5825,a girl is playing a guitar,a boy is playing a guitar,neutral
5828,a guitar is being played by a man,a girl is playing a guitar,neutral
5829,a girl is playing a guitar,a man is not playing a guitar,neutral
5834,a man is diving off a cliff,there is no man diving off a cliff,contradiction
5835,a man is riding a motorcycle,a motorcycle is being ridden by a man,entailment
5839,a man is riding a motorcycle,a man is diving off a rock,neutral
5841,a man is diving off a cliff,a man is riding a motorcycle,neutral
5842,the man is playing the guitar,the man is playing the instrument,entailment
5845,there is no man playing the guitar,the man is playing the guitar,contradiction
5846,the man is playing the guitar,the person is playing the guitar,entailment
5847,the man is playing the guitar,there is no man playing the guitar,contradiction
5848,the man is playing the guitar,the man is playing the instrument,entailment
5851,a woman is boiling noodles in water,noodles are being boiled in water by a woman,entailment
5852,a woman is boiling noodles in water,a man is boiling noodles in water,neutral
5853,someone is stirring noodles in the water,someone is stirring food in the water,entailment
5855,a woman is boiling noodles in water,someone is stirring food in the water,entailment
5857,someone is stirring noodles in the water,noodles are being boiled in water by a woman,neutral
5859,a woman is boiling noodles in water,someone is stirring noodles in the water,neutral
5860,the women are singing and dancing,the persons are singing and dancing,entailment
5861,the women are not singing and dancing,the women are singing and dancing,contradiction
5864,two women are dancing and singing in front of many people,the women are singing and dancing,entailment
5865,two men are dancing and singing in front of a crowd,the women are singing and dancing,neutral
5867,the women are not singing and dancing,two women are dancing and singing in front of a crowd,neutral
5874,a lemur is biting a persons finger,an animal is biting someones finger,entailment
5875,an animal is biting a persons finger,an animal is biting someones finger,entailment
5876,a lemur is licking a persons finger,an animal is biting someones finger,neutral
5879,a man is skateboarding on a half pipe,a girl is skateboarding on a half pipe,neutral
5882,a skateboarder is doing acrobatics on a half pipe,a man is skateboarding on a half pipe,entailment
5883,a man is skateboarding on a half pipe,a skateboarder is falling off a half pipe,neutral
5885,a girl is skateboarding on a half pipe,a skateboarder is doing tricks on a half pipe,neutral
5886,a skateboarder is doing tricks on a half pipe,a man is skateboarding on a half pipe,entailment
5887,a big dog is running on the ground,a dog is running on the ground,entailment
5890,a girl is tapping her fingernails,a boy is tapping his fingernails,neutral
5894,a dog is sitting on the ground,a girl is tapping her fingernails,neutral
5895,a dog is running on the ground,a girl is tapping her fingernails,neutral
5898,a man and a woman are driving down the street in a jeep,two persons are driving down the street in a jeep,entailment
5899,a man and a woman are driving down the street in a jeep,a man and a woman are not driving down the street in a jeep,contradiction
5900,a man and a woman are driving down the road in an openair vehicle,two persons are driving down the street in a jeep,neutral
5901,a man and a woman are not driving down the street in a jeep,a man and a woman are driving down the road in an openair vehicle,neutral
5902,a man and a woman are driving down the street in a jeep,a man and a woman are driving down the road in a car,entailment
5905,ingredients are being poured into a bowl by a woman,a woman is pouring ingredients into a bowl,entailment
5906,there is no woman pouring ingredients into a bowl,a woman is pouring ingredients into a bowl,contradiction
5907,the chef is seasoning the oil,the woman is seasoning the oil,neutral
5911,ingredients are being poured into a bowl by a woman,the woman is seasoning the oil,neutral
5918,a person is riding a horse,potatoes are being sliced by a woman,neutral
5919,a person is riding a horse,there is no woman slicing potatoes,neutral
5922,a woman is slicing potatoes,a person is riding a horse,neutral
5923,the man is training,the man is doing exercises,neutral
5928,two men are hugging,the man is doing exercises,neutral
5931,two men are fighting,the man is doing exercises,neutral
5936,a man is putting vegetables into a pot,someone is adding ingredients to a pot,entailment
5937,nobody is pouring ingredients into a pot,a man is putting vegetables into a pot,contradiction
5941,the man is standing on a rocky mountain and gray clouds are in the background,the man is standing on a mountain which is rocky and gray clouds are in the background,entailment
5943,a person with a back pack who is topless is in front of a pile of rocks and clouds are in the background,a topless person with a back pack is in front of a pile of rocks and clouds are in the background,entailment
5944,a topless person with a back pack is in front of a pile of rocks and clouds are in the background,a fully dressed person is behind a pile of rocks and a clear sky is in the background,neutral
5947,the man is standing on a rocky mountain and gray clouds are in the background,a fully dressed person is behind a pile of rocks and a clear sky is in the background,neutral
5948,the man is standing on a rocky mountain and gray clouds are in the background,a black topless person is packing a pile of rocks and a front of clouds are in the background,neutral
5952,the dog is catching a ball,a dog is catching a ball,entailment
5956,a dog is catching a ball,a dog is furiously chasing a ball through dirt,neutral
5960,a dog is chasing a ball through dirt,a dog is catching a ball,entailment
5964,a child who has blond hair is holding a yellow bottle,a blond child is holding a yellow bottle,entailment
5965,a blond child is holding a yellow bottle,there is no blond child holding a yellow bottle,contradiction
5966,a child who has blond hair is holding a yellow bottle,a boy in a blue shirt has dirt on his face,neutral
5968,a boy in a blue dyed shirt has dirt on his face,a blond child is holding a yellow bottle,neutral
5970,a blond child is holding a yellow bottle,a boy has a blue face and dirt on the shirt,neutral
5975,the man in a hat suited for cowboys is walking through a market and is putting a hand in his pocket,the man in a cowboy hat is walking through a market and is putting a hand in his pocket,entailment
5976,the man in a cowboy hat is walking through a market and is putting a hand in his pocket,the man in a cowboy hat is not walking through a market and is not putting a hand in his pocket,contradiction
5977,the man in a hat suited for cowboys is walking through a market and is putting a hand in his pocket,a man in a hat is walking through a store,entailment
5978,a man in a hat is walking through a store,the man in a cowboy hat is not walking through a market and is not putting a hand in his pocket,neutral
5979,a man in a hat is pacing through a store,the man in a cowboy hat is walking through a market and is putting a hand in his pocket,neutral
5982,a man in a hat is walking through a store,the man in a cowboy hat is walking through a market and is putting a hand in his pocket,neutral
5983,a large white crane is flying near the water,a crane which is large and white is flying near the water,entailment
5986,a white bird is swiftly taking off from the water,a white bird is landing swiftly in the water,neutral
5987,the land near a white bird is being watered swiftly,a white bird is landing swiftly in the water,neutral
5988,the white bird is landing swiftly in the water,a large white crane is flying near the water,neutral
5989,a large white crane is flying near the water,a white bird is swiftly taking off from the water,neutral
5990,the land near a white bird is being watered swiftly,a large white crane is flying near the water,neutral
5991,a white bird is landing swiftly in the water,a crane which is large and white is flying near the water,neutral
5992,a large white crane is flying far above the water,a white bird is landing swiftly in the water,neutral
5996,a dog with golden fur is in the water,a dog with a golden coat is in the water,entailment
6000,a dog with golden fur is in the water,a brown dog is calmly standing in the water,neutral
6006,the girl is carrying a sign and a group of people is following her,the girl is carrying a sign and is being followed by a group of people,entailment
6007,the girl is carrying a sign and a group of people is following her,the girl is not carrying a sign and no group of people is following her,contradiction
6014,one man in a big city is holding up a sign and begging for money,a man in a big city is holding a sign and begging for money,entailment
6015,a man in a big city is holding a sign and begging for money,a man in a small city is doing charity work,neutral
6017,a homeless man is holding up a sign and is begging for money,a homeless man is holding up a sign and is pitifully begging for money,entailment
6020,a man in a big city is holding a sign and begging for money,a homeless man is putting down a sign and refusing some charity,neutral
6022,a homeless man is holding up a sign and is begging for money,a man in a small city is doing charity work,neutral
6027,a dog is chasing the tail of an animal in the grass,the tail of an animal is being chasing by a dog in the grass,entailment
6028,a dog is walking away from the tail of an animal in the grass,a dog is chasing the tail of an animal in the grass,neutral
6029,a small dog is chasing a large brown cow,the tail of an animal is being chasing by a dog in the grass,neutral
6030,a small dog is chasing a large brown cow,a dog is walking away from the tail of an animal in the grass,neutral
6032,there is no small dog chasing a large brown cow,a dog is chasing the tail of an animal in the grass,neutral
6035,the small child is wading through the water and is being guided by another person,the small child is not wading through the water and is not being guided by another person,contradiction
6037,a young child is splashing in the water,there is no young child splashing in the water,contradiction
6038,a young child is watering a plant with splashes,a young child is splashing in the water,neutral
6041,the small child is wading through the water and is being guided by another person,a young child is watering a plant with splashes,neutral
6044,the small child is wading through the water and is being guided by another person,a young child is splashing in the water,neutral
6045,a woman is looking curiously at a man,a man is being curiously looked at by a woman,entailment
6050,a woman is looking curiously at a man,a man and a woman are outside and are wearing light colored shirts,neutral
6051,a man is being curiously looked at by a woman,a man and a woman are in a beige room wearing dark colored shirts and a monitor is in the background,neutral
6052,a woman is ignoring a man,a man and a woman are in a beige room wearing dark colored shirts and a monitor is in the background,neutral
6053,a woman is looking curiously at a man,a man and a woman are in a beige room wearing dark colored shirts and a monitor is in the background,neutral
6054,the little dog is grabbing the bedroom slipper with its mouth funnily,the little dog is grabbing the bedroom slipper with its mouth,entailment
6056,a brown dog is looking closely at a brown and white dog,a brown dog is staring attentively at a brown and white dog,entailment
6060,a brown dog is staring attentively at a brown and white dog,the little dog is grabbing the bedroom slipper with its mouth funnily,neutral
6061,a brown dog is staring attentively at a brown and white dog,the little dog is dropping the bedroom slipper from its mouth,neutral
6065,a person in a blue jacket is jumping off of a tall cement wall,a person in a blue colored jacket is jumping off of a tall cement wall,entailment
6068,a person in a blue colored jacket is jumping off of a tall cement wall,the man is performing a large jump,neutral
6072,a person in a blue jacket is jumping off of a tall cement wall,the man is not performing a large jump,neutral
6075,a woman in jeans is sitting on the saddle of a horse,a woman in jeans is standing near a horse with a saddle,neutral
6077,a person wearing jeans is sitting on top of a horse saddle,there is no person wearing jeans sitting on top of a horse saddle,contradiction
6080,the woman in jeans is sitting on the saddle of a horse,a person wearing jeans is sitting on top of a horse saddle,entailment
6082,a woman in jeans is sitting on the saddle of a horse,a person wearing jeans is sitting on top of a horse saddle,entailment
6083,the brown dog and the red dog are frolicking on the beach,a brown dog and a red dog are frolicking on the beach,entailment
6084,a brown dog and a red dog are sitting sadly on the beach,a brown dog and a red dog are frolicking on the beach,neutral
6085,the brown dogs are playfully fighting on the sandy beach,the brown dogs are playfully fighting on the sandy shore,entailment
6086,the brown dogs are playfully fighting on the sandy beach,the brown dogs are not playfully fighting on the sandy beach,contradiction
6088,the brown dogs are not playfully fighting on the sandy beach,a brown dog and a red dog are frolicking on the beach,neutral
6092,the man is standing steadily next to a birdcage,the man is standing next to a bird cage,entailment
6093,the man is sitting next to a birdcage,the man is standing next to a bird cage,neutral
6095,there is no man standing beside a large and colorful birdcage,a man is standing beside a large and colorful birdcage,contradiction
6096,a man is standing beside a birdcage which is large and colorful,the man is standing next to a bird cage,entailment
6098,the man is standing steadily next to a birdcage,a man is standing beside a large and colorful birdcage,neutral
6099,a man is standing beside a large and colorful birdcage,the man is sitting next to a birdcage,neutral
6101,one brown and black dog is running through the leaves,a brown and black dog is running through the leaves,entailment
6103,a brown and black dog is running through the leaves,a dog and a black man are running through brown leaves,neutral
6104,a dog in a colored coat is running swiftly across the yard,a dog in a colored coat is running across the yard,entailment
6105,there is no dog in a colored coat running across the yard,a dog in a colored coat is running across the yard,contradiction
6106,a dog in a colored coat is running across the yard,a dog in the yard is running across colored coats,neutral
6108,a brown and black dog is running through the leaves,there is no dog in a colored coat running across the yard,neutral
6109,a dog in the yard is running across colored coats,a brown and black dog is running through the leaves,neutral
6112,a dog in a colored coat is running across the yard,a dog and a black man are running through brown leaves,neutral
6117,a black and white dog is holding a baseball in its mouth,a black and white dog is dropping a baseball from its mouth,neutral
6120,a dog which has a brown and white coat is holding a baseball in its mouth,a black and white dog is holding a baseball in its mouth,neutral
6122,a black and white dog is holding a baseball in its mouth,a brown and white dog is holding a baseball in its mouth,neutral
6123,a boy wearing red shorts is jumping into a paddling pool,a kid wearing red shorts is jumping into a paddling pool,entailment
6127,a boy who looks young and is wearing a red swimsuit is jumping into a blue kiddies pool,a boy wearing red shorts is jumping into a paddling pool,neutral
6128,a boy wearing red shorts is jumping into a paddling pool,a young boy wearing a red swimsuit is jumping out of a blue kiddies pool,neutral
6133,a group of dogs are resting without muzzles,a group of dogs are racing and have muzzles on their noses,neutral
6135,a group of racing dogs is wearing striped uniforms and is running down a track,a group of dogs bred for racing is wearing striped uniforms and is running down a track,entailment
6136,a group of racing dogs is wearing striped uniforms and is running down a track,there is no group of racing dogs wearing striped uniforms and running down a track,contradiction
6137,a group of dogs are racing and have muzzles on their noses,a group of dogs bred for racing is wearing striped uniforms and is running down a track,neutral
6144,two people are walking near the water,two people are wading through the water,neutral
6145,two people are standing in the ocean and watching the sunset,two people are standing in the ocean and looking at the sunset,entailment
6147,two people are standing in the ocean and looking at the sunset,two people are wading through the water,entailment
6150,two people are walking near the water,two people are standing in the ocean and watching the sunset,neutral
6152,a race car driver is standing up and is fiercely pointing his hand at the sky,a race car driver is standing up and pointing his hand at the sky,entailment
6154,the person in the blue jacket is wearing a colorful helmet,a person in a blue jacket is wearing a colorful helmet,entailment
6155,the person in the blue jacket is putting down a colorful helmet,the person in the blue jacket is wearing a colorful helmet,neutral
6157,a race car driver is standing up and pointing his hand at the sky,the person in the blue jacket is putting down a colorful helmet,neutral
6159,the person in the blue jacket is wearing a colorful helmet,a race car driver is sitting down and is motionless,neutral
6160,a race car driver is standing up and pointing his hand at the sky,the person in the blue jacket is wearing a colorful helmet,neutral
6161,a boy and a girl in swimsuits are wearing arm floats,a boy and a girl in swimsuits are wearing floats for their arms,entailment
6164,the boy and the girl are playing and wearing arm floats,the boy and the girl are not playing and wearing arm floats,contradiction
6169,a boy and a girl in swimsuits are wearing arm floats,the boy and the girl are playing and wearing arm floats,neutral
6170,a woman in a yellow dyed shirt is surfing on a pink surfboard,a woman in a yellow shirt is surfing on a pink surfboard,entailment
6171,a woman in a yellow shirt is surfing on a pink surfboard,there is no woman in a yellow shirt surfing on a pink surfboard,contradiction
6174,a surfer is falling off the wave,a surfer is riding the wave,contradiction
6175,a surfer is riding the wave,a rider is waving at a surfer,neutral
6176,the wave is being ridden by a surfer,a woman in a yellow shirt is surfing on a pink surfboard,neutral
6178,a rider is waving at a surfer,a woman in a yellow shirt is surfing on a pink surfboard,neutral
6179,a woman in a yellow dyed shirt is surfing on a pink surfboard,a surfer is riding the wave,entailment
6180,a surfer is riding the wave,there is no woman in a yellow shirt surfing on a pink surfboard,neutral
6183,four people are sitting on a low cement ledge,some people are sitting on a low cement ledge,entailment
6185,the group of people is sitting on a ledge which is rocky and a scenic view is behind them,the group of people is sitting on a rocky ledge and a scenic view is behind them,entailment
6186,the group of people is sitting on a rocky ledge and a scenic view is behind them,the group of people is not sitting on a rocky ledge with a scenic view behind them,contradiction
6187,the group of people is sitting on a ledge which is rocky and a scenic view is behind them,four people are sitting on a low cement ledge,neutral
6188,the group of people is not sitting on a rocky ledge with a scenic view behind them,four people are sitting on a low cement ledge,neutral
6191,the group of people is sitting on a rocky ledge and a scenic view is behind them,four people are sitting on a low cement ledge,neutral
6193,two girls are laughing and other girls are watching them,there is no girl laughing and there is no other girl watching,contradiction
6194,a group of asian girls are standing together,the group of asian girls are standing together,entailment
6195,a group of asian girls are standing by themselves,a group of asian girls are standing together,entailment
6197,a group of asian girls are standing by themselves,two girls are laughing and other girls are watching them,neutral
6198,a group of asian girls are standing together,two girls are laughing breathlessly and other girls are watching them,neutral
6199,there is no girl laughing and there is no other girl watching,a group of asian girls are standing together,neutral
6200,a group of asian girls are standing together,two girls are laughing and other girls are watching them,neutral
6202,a bicyclist is holding a bike over his head in a group of people,a lone bicyclist is putting down a bike,contradiction
6205,a cold cyclist is celebrating,there is no cold cyclist celebrating,contradiction
6206,something is being celebrated by a cold cyclist,a bicyclist is holding a bike over his head in a group of people,neutral
6208,a cold cyclist is celebrating,a bike is being held over his head by a bicyclist in a group of people,neutral
6209,a lone bicyclist is putting down a bike,a cold cyclist is celebrating,neutral
6211,a cold cyclist is celebrating,a bicyclist is holding a bike over his head in a group of people,neutral
6212,a man is sitting peacefully on a boat in front of the sunset near a flag,a man is sitting on a boat in font of the sunset near a flag,entailment
6214,a man is on a ship in front of the sunset,a man is on a boat in front of the sunset,entailment
6215,there is no man on a boat in front of the sunset,a man is on a boat in front of the sunset,contradiction
6218,a man is sitting peacefully on a boat in front of the sunset near a flag,a man is on a boat in front of the sunset,entailment
6224,the crowd is not watching two racing cars that are leaving the starting line,the crowd is watching two racing cars that are leaving the starting line,contradiction
6225,the crowd is watching two cars designed for racing that are leaving the starting line,people at a drag race are looking at the flames that are coming out of the cars,neutral
6232,a big dog and a small white dog are playing together,a big dog and a small dog with a white coat are playing together,entailment
6233,a big dog and a small white dog are walking past each other,a big dog and a small white dog are playing together,neutral
6234,two dogs are playing together on the grass,a big dog and a small dog with a white coat are playing together,neutral
6236,two dogs are cheerfully playing together on the grass,a big dog and a small white dog are playing together,neutral
6239,a dog which is brown is jumping in the air,a brown dog is jumping in the air,entailment
6241,a malnourished looking dog is standing on its hind legs and preparing to jump,the malnourished looking dog is standing on its hind legs and is preparing to jump,entailment
6242,a healthy looking dog is lying on the ground,a malnourished looking dog is standing on its hind legs and preparing to jump,neutral
6243,the malnourished looking dog is standing on its hind legs and is preparing to jump,a brown dog is jumping in the air,neutral
6246,a brown dog is sitting down,a malnourished looking dog is standing on its hind legs and preparing to jump,neutral
6248,the cop is sitting on a police bike,the cop is sitting on a police bicycle,entailment
6249,the cop is not sitting on a police bike,the cop is sitting on a police bike,contradiction
6250,a policeman is sitting tiredly on a motorcycle,a policeman is sitting on a motorcycle,entailment
6253,a policeman is sitting tiredly on a motorcycle,the cop is sitting on a police bike,entailment
6258,a policeman is sitting on a motorcycle,the cop is sitting on a police bike,entailment
6259,two women are wearing bikinis on the sandy beach,two women are wearing bikinis on the beach which is sandy,entailment
6263,two women are wearing bikinis on the sandy beach,two women are wearing bikinis and walking on the sand,neutral
6266,two women are wearing bikinis and are walking on the sand,there are no women wearing bikinis on the sandy beach,contradiction
6267,two women are wearing bikinis and are walking on the sand,two women are wearing bikinis on the sandy beach,entailment
6272,a dog with a golden coat is swimming clumsily through the water,a dog is swimming in a lake and the sun is shining on him,neutral
6278,a black dog is sitting in the grass and keeping its mouth closed,a black dog is running in the grass and its tongue is hanging out,contradiction
6286,a black dog is hanging out in the grass and running with its tongue out,a black dog is running in the grass,entailment
6288,the cheerleaders are parading and wearing uniforms which are black pink and white,the cheerleaders are parading and wearing black pink and white uniforms,entailment
6290,a large group of cheerleaders is walking in a parade,many cheerleaders are walking in a parade,entailment
6291,a large group of cheerleaders is walking in a parade,there is no large group of cheerleaders walking in a parade,contradiction
6292,many cheerleaders are walking in a parade,the cheerleaders are parading and wearing black pink and white uniforms,neutral
6293,there is no large group of cheerleaders walking in a parade,the cheerleaders are parading and wearing black pink and white uniforms,neutral
6295,a large group of cheerleaders is walking in a parade,the cheerleaders are not parading and are not wearing black pink and white uniforms,neutral
6297,the man is sitting outside under a purple umbrella,the man is sitting outdoors under a purple umbrella,entailment
6299,a shoeless woman is sitting on a blanket under a lavender umbrella,a woman who is shoeless is sitting on a blanket under a lavender umbrella,entailment
6300,a shoeless woman is sitting on a blanket under a lavender umbrella,a shoeless woman is standing over a blanket near a lavender umbrella,neutral
6301,a woman who is shoeless is sitting on a blanket under a lavender umbrella,the man is sitting outside under a purple umbrella,neutral
6302,a shoeless woman is standing over a blanket near a lavender umbrella,the man is sitting outside under a purple umbrella,neutral
6305,a shoeless woman is sitting on a blanket under a lavender umbrella,the man is sitting outside under a purple umbrella,neutral
6306,the woman is playing with two young boys at a park,a woman is playing with two young boys at a park,entailment
6307,a woman is playing with two young boys at a park,there is no woman playing with two young boys at a park,contradiction
6308,a lady is standing near three children,a woman is standing near three children,entailment
6309,a woman is standing near three children,there is no woman standing near three children,contradiction
6310,a woman is playing with two young boys at a park,a lady is standing near three children,neutral
6311,there is no woman standing near three children,a woman is playing with two young boys at a park,neutral
6313,a woman is standing near three children,there is no woman playing with two young boys at a park,neutral
6316,a yellow dog is stopping on white snow on a sunny day,a yellow dog is running on white snow on a sunny day,contradiction
6317,a tan dog is running through the snow,a dog which is tan is running through the snow,entailment
6318,a tan dog is resting in the snow,a tan dog is running through the snow,neutral
6319,a yellow dog is running on white snow on a sunny day,a dog which is tan is running through the snow,entailment
6321,a yellow dog is running on white snow on a very sunny day,a tan dog is running through the snow,neutral
6326,a girl is wearing jeans and a pink shirt and is running,a girl is running with a pink shirt and is not wearing jeans,neutral
6327,the little girl in a pink shirt is running under a tree in the desert,a little girl in a pink shirt is running under a tree in the desert,entailment
6333,the little girl in a pink shirt is running under a tree in the desert,a girl is running with a pink shirt and is not wearing jeans,neutral
6334,a girl is wearing jeans and a pink shirt and is running,the little girl in a pink shirt is running under a tree in the desert,neutral
6335,the white dog wearing reindeer ears is close to a brown dog,the white dog wearing reindeer ears is near a brown dog,entailment
6336,the white dog wearing reindeer ears is near a brown dog,the white dog is not wearing reindeer ears and isnt near a brown dog,contradiction
6337,the white reindeer wearing dog ears is near a brown reindeer,the white dog wearing reindeer ears is near a brown dog,neutral
6338,a white dog is wearing a christmas reindeer headband and is playing with a brown dog in the grass,a white dog is wearing a christmas reindeer headband and is playing with a dog with a brown coat in the grass,entailment
6342,the white dog wearing reindeer ears is close to a brown dog,a white dog is wearing a christmas reindeer headband and is playing with a brown dog in the grass,neutral
6345,a white dog is wearing a christmas reindeer headband and is playing with a brown dog in the grass,the white dog wearing reindeer ears is near a brown dog,entailment
6346,a child who is young is riding a bike on a rough dirt path,a young child is riding a bike on a rough dirt path,entailment
6347,a young child is walking with a bike on a rough dirt path,a young child is riding a bike on a rough dirt path,neutral
6348,the young boy is riding a dirt bike through the mud,a young boy is riding a dirt bike through the mud,entailment
6349,a young boy is riding a dirt bike through the mud,there is no young boy riding a dirt bike through the mud,contradiction
6350,a young child is riding a bike on a rough dirt path,the young boy is riding a dirt bike through the mud,neutral
6353,a young child is walking with a bike on a rough dirt path,a young boy is riding a dirt bike through the mud,neutral
6357,the woman in a red costume is leaning against a wall made of bricks and playing an instrument,the woman in a red costume is leaning against a brick wall and playing an instrument,entailment
6359,the woman in a red costume is leaning against a wall made of bricks and playing an instrument,a woman in a red dress is playing an instrument,entailment
6360,the woman in a red costume is not leaning against a brick wall and is not playing an instrument,a woman in a red dress is playing an instrument,neutral
6362,a woman in a red dress is putting away an instrument,the woman in a red costume is leaning against a brick wall and playing an instrument,neutral
6363,a woman in a red dress is playing an instrument,the woman in a red costume is leaning against a brick wall and playing an instrument,neutral
6366,a young child is wearing a white coat and playing a game,a child who is young is wearing a white coat and playing a game,entailment
6368,a young gamer is playing with a child wearing a white coat,a young child is wearing a white coat and playing a game,neutral
6370,the child is playing with toys outdoors,there is no young child wearing a white coat and playing a game,contradiction
6372,the child is delightedly playing with toys outdoors,a young child is wearing a white coat and playing a game,neutral
6373,a young child is wearing a white coat and playing a game,the child is playing with toys indoors,neutral
6375,the man is wearing a wetsuit and is riding a surfboard,the person is wearing a wetsuit and is riding a surfboard,entailment
6377,a surfer is leaning on a surfboard,the surfer is leaning on a surfboard,entailment
6381,there is no surfer leaning on a surfboard,the man is wearing a wetsuit and is riding a surfboard,neutral
6382,a surfer is leaning the surfboard against a wall,the man is wearing a wetsuit and is riding a surfboard,neutral
6385,the man is wearing a wetsuit and is riding a surfboard,a surfer is leaning on a surfboard,neutral
6386,a waterfall is flowing calmly into a shallow pool,a waterfall is flowing into a shallow pool,entailment
6387,a waterfall is flowing out of a shallow pool,a waterfall is flowing into a shallow pool,neutral
6390,a waterfall is flowing into a shallow pool,the people are walking on the road beside a waterfall which is beautiful,neutral
6392,the people are walking on the road beside a beautiful waterfall,a waterfall is flowing calmly into a shallow pool,neutral
6395,a dog is herding a group of white sheep on a dusty farm,a dog is herding a pack of white sheep on a dusty farm,entailment
6397,a sheepdog is grouping a herd of sheep,the sheepdog is grouping a herd of sheep,entailment
6402,a sheepdog is grouping a herd of sheep,a dog is scattering a pack of white sheep on a dusty farm,neutral
6404,the male who is dark skinned is standing on one hand in front of a yellow building,the dark skinned male is standing on one hand in front of a yellow building,entailment
6405,the dark skinned male is standing on one hand in front of a yellow building,the dark skinned male is not standing on one hand in front of a yellow building,contradiction
6407,a black man is skillfully break dancing on the pavement,a black man is break dancing on the pavement,entailment
6411,the male who is dark skinned is standing on one hand in front of a yellow building,a black man is break dancing on the pavement,neutral
6412,the dark skinned male is not standing on one hand in front of a yellow building,a black man is break dancing on the pavement,neutral
6417,a person who rides bikes in a black and red uniform is standing on a dirt bike,a bike rider in a black and red uniform is standing on a dirt bike,entailment
6419,a bike rider in a black and red uniform is standing on a dirt bike,a black bike rider in a red bike uniform is standing in the dirt,neutral
6420,a person is riding a bike,a person who rides bikes in a black and red uniform is standing on a dirt bike,neutral
6421,a bike rider in a black and red uniform is jumping down off a dirt bike,a person is riding a bike,neutral
6423,a bike is being ridden by a person,a bike rider in a black and red uniform is standing on a dirt bike,neutral
6424,there is no person riding a bike,a bike rider in a black and red uniform is standing on a dirt bike,neutral
6426,a man in a purple suit is standing by a purple case and is playing a guitar,a man in a purple colored suit is standing by a purple case and is playing a guitar,entailment
6429,the man is playing the guitar and has the guitar case open for donations,the man is putting away the guitar in the guitar case,contradiction
6432,a man in a purple suit is standing by a purple case and is playing a guitar,the man is putting away the guitar in the guitar case,neutral
6434,a man in a purple colored suit is standing by a purple case and is playing a guitar,the man is playing the guitar and has the guitar case open for donations,neutral
6443,a couple is sitting on a patio and looking at the ocean,some adults are sitting in the chairs and are watching the ocean,neutral
6444,nobody is sitting in the chairs and watching the ocean,a couple is sitting on a patio and looking at the ocean,neutral
6447,a small boy in a yellow shirt is laughing on the beach,there is no small boy in a yellow shirt laughing on the beach,contradiction
6448,the little boy is wearing a yellow tank top and is laughing,a little boy is wearing a yellow tank top and is laughing,entailment
6452,a small boy in a yellow shirt is laughing on the beach,a little boy is topless and is serious,neutral
6454,a small boy in a shirt which is yellow is laughing on the beach,a little boy is wearing a yellow tank top and is laughing,entailment
6458,the orange rescue boat is not rushing across the water,the orange rescue boat is rushing across the water,contradiction
6460,two men are riding an orange raft on the shore,two men are getting off of an orange raft on the shore,neutral
6463,two men are getting off of an orange raft on the shore,the orange rescue boat is rushing across the water,neutral
6467,two men are riding an orange raft on the shore,the orange rescue boat is rushing across the water,neutral
6468,a dog with really long hair and a red vest is running in the grass,a dog with long hair and a red vest is running in the grass,entailment
6469,a dog with long hair and a red vest is sitting in the grass,a dog with long hair and a red vest is running in the grass,neutral
6470,the dog in the dyed red vest is running in the field,the dog in the red vest is running in the field,entailment
6471,the dog in the red vest is not running in the field,the dog in the red vest is running in the field,contradiction
6477,a person is standing in a vast field of glacial ice,one person is standing in a vast field of glacial ice,entailment
6478,a person is standing in a vast field of glacial ice,there is no person standing in a vast field of glacial ice,contradiction
6480,the person is not standing on white ice,the person is standing on white ice,contradiction
6488,a woman is swiftly snowboarding down an incline and another woman is standing behind her,a woman is snowboarding down an incline and another woman is standing behind her,entailment
6489,a woman is snowboarding down an incline and another woman is standing behind her,there is no woman snowboarding down an incline and there is no other woman standing behind her,contradiction
6491,a blond boy is sliding down a sand dune on a skateboard,there is no woman snowboarding down an incline and there is no other woman standing behind her,neutral
6495,the man is taking a picture of himself and another guy,a picture of himself and another guy is being taken by the man,entailment
6496,the man is not taking a picture of himself and another guy,the man is taking a picture of himself and another guy,contradiction
