id,premise,hypothesis,label
4497,The doctors are healing a man.,The doctors are reviving a man.,entailment
4498,The doctors are reviving a man.,The doctors are not reviving a man.,contradiction
4501,The doctor is helping the patient.,The patient is helping the doctor.,neutral
4503,The doctor is not helping the patient.,The doctors are reviving a man.,neutral
4507,The doctors are reviving a man.,The doctor is helping the patient.,entailment
4509,There is no man massaging a woman.,A man is massaging a woman.,contradiction
4511,There is no man screwing a piece of wood to a wall.,A man is screwing a piece of wood to a wall.,contradiction
4513,A man is massaging a woman.,There is no man screwing a piece of wood to a wall.,neutral
4514,A woman is being massaged by a man.,A man is screwing a piece of wood to a wall.,neutral
4515,A man is screwing a piece of wood to a wall.,There is no man massaging a woman.,neutral
4516,A man is massaging a woman.,A man is screwing a piece of wood to a wall.,neutral
4517,A man is playing a flute.,A flute is being played by a man.,entailment
4522,A man is playing a flute.,There is no man playing a guitar.,neutral
4523,A man is playing a guitar.,A flute is being played by a man.,neutral
4524,A man is playing a guitar.,There is no man playing a flute.,neutral
4525,A man is playing a flute.,A man is playing a guitar.,neutral
4526,A man is driving a car.,A man is driving a vehicle.,entailment
4529,A man is riding a horse.,There is no man riding a horse.,contradiction
4534,A man is driving a car.,A man is riding a horse.,neutral
4540,A cat is crawling under a piece of furniture.,There is no cat sliding upside down under a couch.,neutral
4541,A cat is sliding upside down under a couch.,An animal is crawling under a piece of furniture.,entailment
4544,A horse is being ridden by a man.,A man is riding a horse.,entailment
4549,A man is riding a horse.,There is no woman riding a horse.,neutral
4551,There is no man riding a horse.,A woman is riding a horse.,neutral
4553,A man is emptying a container made of plastic.,A man is emptying a plastic container.,entailment
4556,A man is shaking a container over a sink in the kitchen.,There is no man shaking a container over a sink in the kitchen.,contradiction
4558,There is no man shaking a container over a sink in the kitchen.,A man is emptying a plastic container.,neutral
4559,A man is shaking a container over a sink in the kitchen.,A man is emptying a container made of plastic.,neutral
4562,Some men are fighting.,A group of men is fighting.,entailment
4564,Two men are battling.,Two men are fighting.,entailment
4565,Two men are not fighting.,Two men are fighting.,contradiction
4567,Two men are not fighting.,Some men are fighting.,neutral
4569,There are no men fighting.,Two men are fighting.,contradiction
4570,Two men are fighting.,Some men are fighting.,entailment
4573,Two women are happily dancing.,Two women are dancing.,entailment
4574,Two women are dancing.,Two women are not dancing.,contradiction
4579,Two women are dancing.,A couple of policewomen are singing karaoke.,neutral
4580,A horse is being ridden by a woman.,A woman is riding a horse.,entailment
4581,A woman is riding a horse.,A woman is not riding a horse.,contradiction
4585,A woman is riding a horse.,There is no woman riding a horse.,contradiction
4590,There is no hamster singing.,A hamster is singing.,contradiction
4595,A small animal is singing.,A person is slicing some onions.,neutral
4596,There is no hamster singing.,A person is slicing some onions.,neutral
4597,A person is slicing some onions.,A hamster is singing.,neutral
4601,There is no man singing and playing a guitar.,A man is singing and playing a guitar.,contradiction
4605,There is no man playing a guitar.,A man is singing and playing a guitar.,contradiction
4606,A man is singing and playing a guitar.,A man is playing a guitar.,entailment
4611,A man is driving a car.,A man is driving a vehicle.,entailment
4612,There is no man driving a car.,A man is driving a car.,contradiction
4616,A boy is cutting grass with scissors.,A kid is cutting grass with scissors.,entailment
4617,There is no boy cutting grass with scissors.,A boy is cutting grass with scissors.,contradiction
4619,The boy is cutting the grass by the curb with scissors.,The boy is not cutting the grass by the curb with scissors.,contradiction
4626,A man is playing a violin.,There is no man playing a violin.,contradiction
4630,A man is playing a violin.,The baby is not laughing and crawling.,neutral
4632,There is no man playing a violin.,The baby is laughing and crawling.,neutral
4633,A man is playing a violin.,The baby is laughing and crawling.,neutral
4634,A man is playing a harp.,A harp is being played by a man.,entailment
4635,There is no man playing a harp.,A man is playing a harp.,contradiction
4636,A keyboard is being played by a man.,A man is playing a keyboard.,entailment
4637,There is no man playing a keyboard.,A man is playing a keyboard.,contradiction
4643,A man is cutting a cord with a sword.,A man is cutting a rope with a sword.,entailment
4644,There is no man cutting a rope with a sword.,A man is cutting a rope with a sword.,contradiction
4646,A man is tying a thick rope.,A man is cutting a thick rope with a sword.,neutral
4648,A man is cutting a rope with a sword.,A man is tying a thick rope.,neutral
4651,A man is cutting a thick rope with a sword.,A man is cutting a rope with a sword.,entailment
4652,A man is removing the peel of an onion.,A man is peeling an onion.,entailment
4653,There is no man peeling an onion.,A man is peeling an onion.,contradiction
4656,A man is walking along a track through a wilderness.,A man is peeling an onion.,neutral
4659,A man is walking along a path through a wilderness.,There is no man peeling an onion.,neutral
4660,A man is peeling an onion.,A man is walking along a path through a wilderness.,neutral
4662,There is no woman cutting a potato.,A woman is cutting a potato.,contradiction
4663,An onion is being sliced by a woman.,A woman is slicing an onion.,entailment
4664,There is no woman slicing an onion.,A woman is slicing an onion.,contradiction
4665,A woman is cutting a potato.,An onion is being sliced by a woman.,neutral
4666,A woman is cutting a potato.,There is no woman slicing an onion.,neutral
4668,A woman is slicing an onion.,There is no woman cutting a potato.,neutral
4669,A woman is slicing an onion.,A woman is cutting a potato.,neutral
4671,A man is drilling a hole in a piece of wood.,A man is closing a hole in a piece of wood.,contradiction
4673,Someone is drilling a hole in a strip of wood with a power drill.,Someone is making a hole in a strip of wood with a drill.,entailment
4674,Nobody is drilling a hole in a strip of wood with a power drill.,Someone is drilling a hole in a strip of wood with a power drill.,contradiction
4679,A man is drilling a hole with a piece of wood.,Someone is drilling a hole in a strip of wood with a power drill.,neutral
4680,Someone is drilling a hole in a strip of wood with a power drill.,A man is drilling a hole in a piece of wood.,entailment
4681,A woman is slicing an onion.,A woman is cutting an onion.,entailment
4683,A woman is slicing garlic.,A woman is cutting garlic.,entailment
4685,A woman is cutting garlic.,A woman is slicing an onion.,neutral
4686,A woman is not slicing garlic.,A woman is slicing an onion.,neutral
4687,A woman is slicing garlic.,A woman is cutting an onion.,neutral
4688,A woman is slicing garlic.,A woman is not slicing an onion.,neutral
4689,A woman is slicing an onion.,A woman is slicing garlic.,neutral
4696,A man is showing off a small monkey.,"A man is holding an animal, which is small, in one hand.",entailment
4697,A man is showing off a small monkey.,A man is holding a big animal in one hand.,neutral
4699,A group of boys is playing soccer on the seashore.,A group of boys is playing soccer on the beach.,entailment
4700,A group of boys is not playing soccer on the beach.,A group of boys is playing soccer on the beach.,contradiction
4701,A group of men is playing soccer on the beach.,A group of men is playing with a ball on the beach.,entailment
4702,A group of women is playing with a ball on the beach.,A group of men is playing soccer on the beach.,neutral
4710,Some pieces of butter are being added to the stand mixer.,Pieces of butter are being added to the stand mixer.,entailment
4711,There is no butter being added to the stand mixer.,Pieces of butter are being added to the stand mixer.,contradiction
4712,Some pieces of butter are being added to the stand mixer.,A man is cutting pieces of butter into a mixing bowl.,neutral
4713,A man is cutting pieces of butter into a mixing bowl.,There is no butter being added to the stand mixer.,neutral
4716,A man is cutting pieces of butter into a mixing bowl.,Pieces of butter are being added to the stand mixer.,entailment
4717,A monkey is kicking a person.,A person is being kicked by a monkey.,entailment
4718,There is no monkey kicking a person.,A monkey is kicking a person.,contradiction
4720,A monkey is practicing martial arts.,A chimp is practicing martial arts.,entailment
4724,A person is being kicked by a monkey.,A monkey is practicing martial arts.,neutral
4725,A monkey is practicing martial arts.,There is no monkey kicking a person.,neutral
4728,A man is fixing a silencer to a gun.,A man is applying a silencer to a gun.,entailment
4729,There is no man fixing a silencer to a gun.,A man is fixing a silencer to a gun.,contradiction
4731,A man is fitting a silencer to a pistol.,There is no man fitting a silencer to a pistol.,contradiction
4735,A man is fitting a silencer to a pistol.,There is no man fixing a silencer to a gun.,contradiction
4740,A person is performing tricks on a motorcycle.,A person is not performing tricks on a motorcycle.,contradiction
4742,A man on a motorcycle is riding on one wheel.,A person is performing acrobatics on a motorcycle.,entailment
4743,A person is not performing tricks on a motorcycle.,A man on a motorcycle is riding on one wheel.,neutral
4745,A man on a motorcycle is doing a trick.,A person is performing tricks on a motorcycle.,entailment
4746,A person is performing tricks on a motorcycle.,A man on a motorcycle is not riding on one wheel.,neutral
4752,A little girl is playing the violin on a beach.,The girl is sitting on the sofa and crocheting.,neutral
4753,A little girl is playing the violin on a beach.,The girl is standing on the couch and crocheting.,neutral
4756,A little girl is playing the violin on a beach.,The girl is sitting on the couch and is crocheting.,neutral
4759,A man is singing into an old microphone.,A man is singing into a microphone.,entailment
4760,A woman is singing into a microphone.,A man is singing into a microphone.,neutral
4761,A man is dancing in the rain.,A man is singing into an old microphone.,neutral
4762,A man is dancing in the rain.,A woman is singing into a microphone.,neutral
4763,A person is dancing in the rain.,A man is singing into a microphone.,neutral
4764,A man is singing into a microphone.,A man is sitting in the rain.,neutral
4766,A man is cooking a snake.,A man is roasting a snake.,entailment
4769,The man is removing sliced cucumbers from water.,The man is dropping sliced cucumbers into water.,neutral
4771,The man is removing sliced cucumbers from water.,A man is cooking a snake.,neutral
4774,A man is cooking a snake.,The man is dropping sliced cucumbers into water.,neutral
4777,A little boy is playing a guitar.,A young boy is playing a guitar.,entailment
4780,A boy is playing guitar.,A little girl is playing a guitar.,neutral
4782,A little boy is playing a guitar.,There is no boy playing guitar.,contradiction
4788,An elephant is being ridden by a woman.,A woman is opening a soda and drinking it.,neutral
4790,A woman is riding on an elephant.,A soda is being opened and drunk by a woman.,neutral
4793,A boy is playing a guitar.,A boy is playing an instrument.,entailment
4794,A boy is playing a guitar.,A boy is not playing a guitar.,contradiction
4795,A guitar is being played by a kid.,A kid is playing guitar.,entailment
4796,There is no kid playing guitar.,A kid is playing guitar.,contradiction
4797,A boy is playing a guitar.,A guitar is being played by a kid.,entailment
4798,There is no kid playing guitar.,A boy is playing a guitar.,contradiction
4799,A boy is playing an instrument.,A kid is playing guitar.,neutral
4800,A boy is not playing a guitar.,A kid is playing guitar.,neutral
4802,A monkey is teasing a dog at the zoo.,A dog is being teased by a monkey at the zoo.,entailment
4805,A dog's tail is being pulled by a monkey.,A monkey is pulling a dog's tail.,entailment
4806,There is no monkey pulling a dog's tail.,A monkey is pulling a dog's tail.,contradiction
4807,A monkey is pulling a dog's tail.,A dog is pulling a monkey's tail.,neutral
4808,A monkey is teasing a dog at the zoo.,A dog's tail is being pulled by a monkey.,neutral
4810,A dog is pulling a monkey's tail.,A monkey is teasing a dog at the zoo.,neutral
4811,A dog is being teased by a monkey at the zoo.,A monkey is pulling a dog's tail.,neutral
4812,There is no monkey teasing a dog at the zoo.,A monkey is pulling a dog's tail.,contradiction
4813,A dog is teasing a monkey at the zoo.,A monkey is pulling a dog's tail.,neutral
4815,A person is slicing some ginger.,A person is cutting some ginger.,entailment
4817,A person is slicing an onion.,An onion is being sliced by a person.,entailment
4819,A person is cutting some ginger.,An onion is being sliced by a person.,neutral
4820,A person is cutting some ginger.,There is no person slicing an onion.,neutral
4821,A person is slicing an onion.,A person is slicing some ginger.,neutral
4822,There is no person cutting some ginger.,A person is slicing an onion.,neutral
4825,A man is not cutting a potato.,A man is cutting a potato.,contradiction
4826,A man is slicing a potato into pieces.,A man is cutting a potato into pieces.,entailment
4832,A man is slicing a potato into pieces.,A man is cutting a potato.,entailment
4836,A girl is styling her hair.,A girl is messing up her hair.,neutral
4839,A girl is doing a manicure.,A girl is styling her hair.,neutral
4842,A man is opening a box with a knife.,A man is using a knife to open a box.,entailment
4844,A man is playing a guitar.,A guitar is being played by a man.,entailment
4845,There is no man playing a guitar.,A man is playing a guitar.,contradiction
4847,A man is opening a box with a knife.,There is no man playing a guitar.,neutral
4848,A man is using a knife to open a box.,A man is playing a guitar.,neutral
4849,There is no man opening a box with a knife.,A man is playing a guitar.,neutral
4853,A man is playing an electronic keyboard.,An electronic keyboard is being played by a man.,entailment
4855,A band is playing some instruments.,An electronic keyboard is being played by a man.,neutral
4857,Some instruments are being played by a band.,A man is playing an electronic keyboard.,neutral
4858,A band is not playing some instruments.,A man is playing an electronic keyboard.,neutral
4859,A band is playing some instruments.,A man is playing an electronic keyboard.,neutral
4860,A man is dancing.,A person is dancing.,entailment
4863,A woman is exercising.,There is no woman exercising.,contradiction
4867,A woman is exercising.,A man is not dancing.,neutral
4869,A woman is cutting potatoes.,A woman is slicing potatoes.,entailment
4872,A woman is not slicing carrots.,A woman is slicing carrots.,contradiction
4874,A woman is not slicing carrots.,A woman is cutting potatoes.,neutral
4877,A woman is cutting potatoes.,A woman is slicing carrots.,neutral
4879,There is no man mixing vegetables in a pot.,A man is mixing vegetables in a pot.,contradiction
4880,A person is stirring vegetables in a pot.,A person is stirring vegetables in a bowl.,entailment
4881,A person is not stirring vegetables in a pot.,A person is stirring vegetables in a pot.,contradiction
4882,A person is stirring vegetables in a bowl.,A man is mixing vegetables in a pot.,neutral
4883,A person is not stirring vegetables in a pot.,A man is mixing vegetables in a pot.,neutral
4885,A person is stirring vegetables in a pot.,There is no man mixing vegetables in a pot.,neutral
4886,A man is mixing vegetables in a pot.,A person is stirring vegetables in a pot.,entailment
4888,A man is doing pull-ups.,There is no man doing pull-ups.,contradiction
4898,A man is sharpening a knife.,A man is sharpening a weapon.,entailment
4900,A man is sharpening a weapon.,A man is carrying a woman.,neutral
4901,There is no man sharpening a knife.,A man is carrying a woman.,neutral
4903,A man is sharpening a knife.,There is no man carrying a woman.,neutral
4905,A baby is toddling happily.,A baby is crawling happily.,neutral
4911,A cat is walking on a hardwood floor.,A baby is toddling happily.,neutral
4912,A baby is not crawling happily.,A cat is walking on a hardwood floor.,neutral
4913,A baby is crawling happily.,A cat is walking on a hardwood floor.,neutral
4918,A man is singing and playing a musical instrument.,A man is playing a guitar.,neutral
4919,A man is playing a guitar.,There is no man singing and playing a guitar.,neutral
4921,There is no man playing a guitar.,A man is singing and playing a guitar.,contradiction
4922,A man is singing and playing a guitar.,A man is playing a guitar.,entailment
4926,Someone is putting ingredients into a wok.,Someone is not putting ingredients into a wok.,contradiction
4928,A person is cutting garlic into pieces with a knife.,Someone is not putting ingredients into a wok.,neutral
4929,A person is slicing garlic into pieces with a knife.,Someone is putting ingredients into a wok.,neutral
4932,An officer is talking to the recruits.,An officer is talking to the soldiers.,neutral
4933,An officer is talking to the recruits.,An officer is listening to the recruits.,neutral
4937,The military officer is barking at the recruits.,The recruits are barking at the military officer.,neutral
4938,The military officer is shouting at the recruits.,An officer is talking to the recruits.,neutral
4940,An officer is talking to the recruits.,The recruits are barking at the military officer.,neutral
4941,The military officer is barking at the recruits.,An officer is talking to the soldiers.,entailment
4942,The military officer is barking at the recruits.,An officer is listening to the recruits.,neutral
4944,The military officer is barking at the recruits.,An officer is talking to the recruits.,entailment
4946,A baby elephant is not eating a small tree.,A baby elephant is eating a small tree.,contradiction
4947,A little girl is selling a scooter.,A little girl is peddling a scooter.,neutral
4948,There is no little girl peddling a scooter.,A little girl is peddling a scooter.,contradiction
4949,A baby elephant is eating a small tree.,A little girl is selling a scooter.,neutral
4950,A baby elephant is eating a small tree.,There is no little girl peddling a scooter.,neutral
4951,A little girl is peddling a scooter.,A small tree is being eaten by a baby elephant.,neutral
4953,A little girl is peddling a scooter.,A baby elephant is eating a small tree.,neutral
4954,A child is walking down the street and a jeep is pulling up.,A child is walking down the street and a jeep is stopping.,entailment
4957,A man in a car is pulling up beside a woman that is who along a road.,A man in a car is not pulling up beside a woman who is walking along a road.,contradiction
4959,A man in a car is not pulling up beside a woman who is walking along a road.,A child is walking down the street and a jeep is pulling up.,neutral
4960,A man in a car is pulling up beside a woman that is who along a road.,A child is walking down the street and a jeep is stopping.,neutral
4961,A child is walking down the street and a jeep is not pulling up.,A man in a car is pulling up beside a woman that is who along a road.,neutral
4964,A woman is not chopping garlic.,A woman is chopping garlic.,contradiction
4965,A woman is cutting a fish.,A woman is slicing a fish.,entailment
4967,A woman is cutting a fish.,A woman is chopping garlic.,neutral
4968,A woman is chopping garlic.,There is no woman slicing a fish.,neutral
4970,A woman is slicing a fish.,A woman is not chopping garlic.,neutral
4971,A woman is slicing a fish.,A woman is chopping garlic.,neutral
4974,Someone is holding a hedgehog.,Someone is holding a small animal.,entailment
4975,Nobody is holding a hedgehog.,Someone is holding a hedgehog.,contradiction
4977,Nobody is holding a hedgehog.,An onion is being sliced.,neutral
4978,An onion is being chopped.,Someone is holding a hedgehog.,neutral
4981,Something is being fried by a woman.,A woman is frying something.,entailment
4982,There is no woman frying something.,A woman is frying something.,contradiction
4985,A woman is frying something.,A horse is being ridden by a woman.,neutral
4989,A woman is riding a horse.,A woman is frying something.,neutral
4990,An email is being read by a man.,A man is reading an email.,entailment
4991,A man is reading an email.,There is no man reading an email.,contradiction
4992,A person is peeling a banana.,A banana is being peeled by a person.,entailment
4996,An email is being read by a man.,A person is peeling a banana.,neutral
4997,A person is peeling a banana.,There is no man reading an email.,neutral
4998,A man is reading an email.,A person is peeling a banana.,neutral
5000,A big cat is opening a plastic drawer with its paws and is jumping inside.,A small cat is opening a plastic drawer with its paws and jumping inside.,neutral
5002,A dog is opening a drawer and climbing inside.,A cat is opening a drawer and climbing inside.,neutral
5005,A big cat is opening a drawer made of plastic with its paws and is jumping inside.,A cat is opening a drawer and climbing inside.,entailment
5007,A big cat is opening a plastic drawer with its paws and is jumping inside.,A cat is opening a drawer and climbing inside.,entailment
5010,An onion is being sliced by a woman.,A woman is slicing an onion.,entailment
5011,A woman is slicing an onion.,There is no woman slicing an onion.,contradiction
5012,A man is cutting an onion.,An onion is being sliced by a woman.,neutral
5014,A man is chopping an onion.,A woman is slicing an onion.,neutral
5015,There is no man cutting an onion.,A woman is slicing an onion.,neutral
5017,A woman is painting a man's face.,A man's face is being painted by a woman.,entailment
5018,A woman is painting a man's face.,A woman is cleaning a man's face.,neutral
5022,A woman is painting a man's face.,Makeup is being put on the man by the woman.,entailment
5023,The woman is not putting makeup on the man.,A woman is painting a man's face.,neutral
5024,The woman is putting makeup on the man.,A man's face is being painted by a woman.,entailment
5025,A woman is cleaning a man's face.,The woman is putting makeup on the man.,neutral
5026,A man is painting a woman's face.,The woman is putting makeup on the man.,neutral
5027,The woman is putting makeup on the man.,A woman is painting a man's face.,entailment
5031,The man is talking on the telephone.,The man isn't talking on the telephone.,contradiction
5032,The man is talking about the telephone.,The man is talking on the telephone.,neutral
5033,The man is talking on the phone.,The man is speaking on the telephone.,entailment
5037,The man is not talking on the phone.,The man is talking on the telephone.,contradiction
5039,A man is slicing onions.,A man is cutting onions.,entailment
5040,There is no man cutting onions.,A man is cutting onions.,contradiction
5045,A woman is cutting an onion.,A man is slicing onions.,neutral
5046,There is no man cutting onions.,A woman is cutting an onion.,neutral
5048,A man is cutting an onion.,An onion is being cut by a man.,entailment
5049,A man is not cutting an onion.,A man is cutting an onion.,contradiction
5050,A door is being opened by a man.,A man is opening a door.,entailment
5053,A man is cutting an onion.,There is no man opening a door.,neutral
5056,A man is opening a door.,A man is cutting an onion.,neutral
5058,There is no man cutting a potato.,A man is cutting a potato.,contradiction
5060,A man is slicing a potato.,There is no man slicing a potato.,contradiction
5064,A man is slicing a potato.,There is no man cutting a potato.,contradiction
5072,A woman is frying something in a pan.,The guitar is being played by a man.,neutral
5073,A woman is frying something in a pan.,A man is not playing the guitar.,neutral
5074,A man is playing the guitar.,A woman is frying something in a pan.,neutral
5078,A woman is playing the violin.,There is no woman playing the violin.,contradiction
5079,The violin is being played by a woman.,A man is playing the piano.,neutral
5080,A man is playing the piano.,There is no woman playing the violin.,neutral
5081,The piano is being played by a man.,A woman is playing the violin.,neutral
5083,A man is playing the piano.,A woman is playing the violin.,neutral
5085,A man is fishing in the river.,There is no man fishing in the river.,contradiction
5086,A man is singing and walking down the road.,A man is singing and walking down the sidewalk.,neutral
5089,A man is singing and standing on the sidewalk.,A man is fishing in the river.,neutral
5091,There is no man fishing in the river.,A man is singing and walking down the sidewalk.,neutral
5092,A man is fishing in the river.,A man is singing and walking down the sidewalk.,neutral
5096,A woman is eating a piece of meat.,A woman is seasoning a piece of meat.,neutral
5097,A man is loading a rifle with bullets.,A woman is seasoning a ham.,neutral
5100,There is no man loading a rifle with bullets.,A woman is seasoning a piece of meat.,neutral
5102,Some food is being prepared by a chef.,A chef is preparing some food.,entailment
5105,A chef is preparing a meal.,There is no chef preparing a meal.,contradiction
5107,There is no chef preparing a meal.,A chef is preparing some food.,contradiction
5109,A chef is discarding some food.,A chef is preparing a meal.,neutral
5114,Two sumo ringers are not fighting.,Two sumo ringers are fighting.,contradiction
5115,Two sumo wrestlers are fighting.,A man is riding a water toy in the water.,neutral
5116,A man is riding a water toy in the water.,Two sumo ringers are not fighting.,neutral
5117,Two sumo ringers are fighting.,A man is playing with a water toy in the water.,neutral
5121,There is no person playing a piano.,A person is playing a piano.,contradiction
5123,A person is slicing a potato.,There is no person slicing a potato.,contradiction
5124,A potato is being sliced by a person.,A person is playing a piano.,neutral
5125,A person is playing a piano.,There is no person slicing a potato.,neutral
5127,There is no person playing a piano.,A person is slicing a potato.,neutral
5132,There is no man putting some cheese on a pizza.,A man is putting some cheese on a pizza.,contradiction
5133,A man is sprinkling shredded cheese on a pizza.,A man is putting seasoning on a pizza.,neutral
5134,There is no man putting some cheese on a pizza.,A man is sprinkling shredded cheese on a pizza.,contradiction
5135,A man is sprinkling cheese on a pizza.,A man is putting some cheese on a pizza.,entailment
5136,There is no man sprinkling shredded cheese on a pizza.,A man is putting some cheese on a pizza.,contradiction
5137,A man is sprinkling shredded cheese on a pizza.,A man is putting some cheese on a pizza.,entailment
5139,There is no man doing a card trick.,A man is doing a card trick.,contradiction
5141,A man is playing with water.,A man is not playing with water.,contradiction
5142,A man is having fun with water.,A man is doing a card trick.,neutral
5145,There is no man doing a card trick.,A man is playing with water.,neutral
5147,A man is buttering a piece of bread.,A man is buttering a slice of bread.,entailment
5149,A lemur is hanging on a cord.,A lemur is hanging on a rope.,entailment
5153,A man is buttering a slice of bread.,A lemur is hanging on a cord.,neutral
5154,A lemur is hanging on a cord.,A woman is buttering a piece of bread.,neutral
5155,A lemur is hanging on a cord.,A man is buttering a piece of bread.,neutral
5160,A woman is putting a baby in a waste bin.,The woman is poking holes in the potato.,neutral
5161,A woman is putting a baby in a waste bin.,The woman is not poking holes in the potato.,neutral
5163,The woman is poking a potato.,There is no woman putting a child in a waste bin.,neutral
5166,There is no man pouring cleaner into the sink.,A man is pouring cleaner into the sink.,contradiction
5167,The drums are being played by the man.,The man is playing the drums.,entailment
5169,A man is pouring cleaner into the sink.,The drums are being played by the man.,neutral
5171,The man is playing the drums.,A man is cleaning the sink.,neutral
5175,There is no woman deep frying food.,A woman is deep frying food.,contradiction
5176,A woman is frying some food.,Some food is being fried by a woman.,entailment
5177,A woman is not frying some food.,A woman is frying some food.,contradiction
5178,A woman is deep frying food.,Some food is being fried by a woman.,entailment
5186,A woman is pouring eggs into a frying pan.,A woman is removing eggs from a frying pan.,contradiction
5187,A woman is pouring eggs into a pan.,A man is petting two dogs.,neutral
5189,A woman is pouring eggs into a frying pan.,Two dogs are being petted by a man.,neutral
5191,A man is petting two dogs.,A woman is pouring eggs into a frying pan.,neutral
5195,The child is silent.,A boy is saying a word.,contradiction
5197,A baby is talking.,The child is silent.,neutral
5198,A boy is saying a word.,A child is talking.,entailment
5199,A boy is saying a word.,There is no baby talking.,neutral
5201,Some sticky goo is being pulled out of a bowl by a woman.,A woman is pulling some sticky goo out of a bowl.,entailment
5204,The woman is not putting pasta into a dish.,The woman is putting pasta into a dish.,contradiction
5208,A woman is putting some sticky goo in a bowl.,The woman is putting pasta into a dish.,neutral
5212,The men are playing soccer.,The men are playing with a ball.,entailment
5215,The men are not playing soccer.,A man is riding a motorcycle.,neutral
5216,The men are playing soccer.,A man is riding a motorbike.,neutral
5219,A dog is looking around.,An animal is looking around.,entailment
5220,A dog is looking around.,There is no dog looking around.,contradiction
5223,A dog is looking around.,A dog is looking at a piece of furniture in a shop.,neutral
5225,A dog is looking at a store counter.,An animal is looking around.,neutral
5226,A dog is looking at a store counter.,There is no dog looking around.,contradiction
5227,A dog is looking at a store counter.,A dog is looking around.,neutral
5231,A tiger is walking around.,A tiger is not walking around.,contradiction
5232,A tiger is strolling around.,A tiger cub is making a sound.,neutral
5234,A tiger cub is roaring.,A tiger is walking around.,neutral
5236,A tiger is walking around.,A tiger cub is making a sound.,neutral
5238,A woman is frying meat.,A woman is not frying meat.,contradiction
5239,A woman is placing food in a pot of hot water.,A woman is cooking food in a pot of hot water.,neutral
5242,A woman is frying meat.,A woman is placing food in a pot of cold water.,neutral
5244,A woman is not frying meat.,A woman is placing food in a pot of hot water.,neutral
5246,The trumpet is being played by a man.,A man is playing the trumpet.,entailment
5247,A woman is playing the trumpet.,A man is playing the trumpet.,neutral
5248,Someone is playing with a toad.,Someone is playing with a frog.,neutral
5249,Nobody is playing with a toad.,Someone is playing with a toad.,contradiction
5251,Nobody is playing with a toad.,A man is playing the trumpet.,neutral
5253,A woman is playing the trumpet.,Someone is playing with a toad.,neutral
5254,A man is playing the trumpet.,Someone is playing with a toad.,neutral
5258,The person is riding the horse.,The person is not riding the horse.,contradiction
5260,A man is riding a horse.,The person is not riding the horse.,neutral
5261,A horse is being ridden by a man.,The person is riding the horse.,entailment
5262,There is no man riding a horse.,The person is riding the horse.,neutral
5263,A man is riding a horse.,The person is riding the horse.,entailment
5264,A person is folding a sheet.,A person is folding a piece of paper.,neutral
5267,Someone is folding a piece of paper.,Nobody is folding a piece of paper.,contradiction
5269,Nobody is folding a piece of paper.,A person is folding a piece of paper.,contradiction
5276,A young boy is using sign language.,A young girl is using sign language.,neutral
5277,Sign language is being used by a young girl.,A girl is communicating with sign language.,entailment
5278,A girl is communicating with sign language.,A young boy is using sign language.,neutral
5282,A rabbit is playing with a stuffed bunny.,A bunny is playing with a stuffed bunny.,entailment
5288,A rabbit is playing with a toy rabbit.,A rabbit is playing with a stuffed bunny.,entailment
5291,A man is jumping rope in a field.,A man is jumping rope outside.,entailment
5294,A woman is not slicing a cucumber.,A woman is slicing a cucumber.,contradiction
5296,A man is jumping rope outside.,A woman is not slicing a cucumber.,neutral
5298,A woman is slicing a cucumber.,A woman is jumping rope outside.,neutral
5303,The man is not slicing a potato.,The man is slicing a potato.,contradiction
5304,A potato is being sliced by the man.,A man is slicing potatoes.,entailment
5306,The man is slicing a potato.,Potatoes are being sliced by a man.,entailment
5311,A wind instrument is being played by a girl.,A girl is playing a wind instrument.,entailment
5313,A girl is playing a flute.,A wind instrument is being played by a girl.,entailment
5314,A girl is playing a flute.,A boy is playing a wind instrument.,neutral
5317,A girl is playing a flute.,A girl is playing a wind instrument.,entailment
5318,A keyboard is being played by a person.,A person is playing a keyboard.,entailment
5319,A person is playing a keyboard.,A person is not playing a keyboard.,contradiction
5321,Someone is playing piano.,Someone is not playing piano.,contradiction
5324,Someone is playing piano.,A keyboard is being played by a person.,neutral
5325,Someone is playing piano.,A person is not playing a keyboard.,neutral
5327,A man is jumping into a pool.,A man is diving into a pool.,entailment
5333,A man is jumping into a pool.,A man is diving into a pool.,entailment
5334,A woman is diving into a pool.,A man is diving into a pool.,neutral
5338,The man is seasoning the sausages.,The man is seasoning the meat.,entailment
5340,The man is adding seasoning to the water in a bowl.,The man is seasoning the meat.,neutral
5341,The man is not seasoning the sausages.,The man is adding seasoning to the water in a bowl.,neutral
5342,Seasoning is being added to the water by the man.,The man is seasoning the sausages.,neutral
5345,A man is playing a flute.,A flute is being played by a man.,entailment
5346,There is no man playing a flute.,A man is playing a flute.,contradiction
5347,A man is playing a large flute.,A large flute is being played by a man.,entailment
5348,A man is playing a large flute.,A man is playing a small flute.,neutral
5350,A man is playing a small flute.,A man is playing a flute.,entailment
5351,A man is playing a large flute.,A flute is being played by a man.,entailment
5356,The lady is peeling the potato.,The potato is being peeled by the lady.,entailment
5357,The lady is peeling the potato.,There is no lady peeling the potato.,contradiction
5358,A woman is peeling a potato.,The potato is being peeled by the lady.,entailment
5359,A woman is peeling a potato.,There is no lady peeling the potato.,contradiction
